arm,rep,cost,prediction,decrease,rho,camera_norm,pcg_iterations,true_residual,certified,seconds,reason
eta2,0,246402.73781490431,1.3514789478930596,0.95692077442072332,0.70805451754357851,920.96796035459238,1,0.13353942346313044,0,0,native_inexact
exact,0,246402.39549763172,1.6407072840163481,1.2992380470095668,0.79187680804897376,866.34974654281109,243,7.4435274820994235e-11,1,0.53422796400000006,true_residual
exact_clip,0,246402.39549763172,1.6407072840163521,1.2992380470095668,0.79187680804897187,866.34974654281109,243,7.4435274820994235e-11,1,0.53422796400000006,true_residual
exact,1,246402.39549763172,1.6407072840163499,1.2992380470095668,0.79187680804897287,866.34974654281109,243,7.4435274820994235e-11,1,0.52653263900000002,true_residual
exact_clip,1,246402.39549763172,1.6407072840163428,1.2992380470095668,0.79187680804897631,866.34974654281109,243,7.4435274820994235e-11,1,0.52653263900000002,true_residual
exact,2,246402.39549763172,1.6407072840163486,1.2992380470095668,0.79187680804897354,866.34974654281109,243,7.4435274820994235e-11,1,0.52658319799999997,true_residual
exact_clip,2,246402.39549763169,1.6407072840163539,1.2992380470386706,0.79187680806670957,866.34974654281109,243,7.4435274820994235e-11,1,0.52658319799999997,true_residual
