scene,seed,rep,arm,seconds,cost,target
ladybug-49,60,1,bridge8,0.0662607904523611,107500.91213903889,2543.9985518089643
ladybug-49,60,1,bridge8,0.13025936018675566,6785.485993449065,2543.9985518089643
ladybug-49,60,1,bridge8,0.1878937459550798,5165.237278606379,2543.9985518089643
ladybug-49,60,1,bridge8,0.24153090082108974,4409.50865867616,2543.9985518089643
ladybug-49,60,1,bridge8,0.30612116027623415,3901.9707863921717,2543.9985518089643
ladybug-49,60,1,bridge8,0.3579755141399801,3514.2685459072063,2543.9985518089643
ladybug-49,60,1,bridge8,0.41502554016187787,3189.542341903912,2543.9985518089643
ladybug-49,60,1,bridge8,0.46806012419983745,2910.3364213623317,2543.9985518089643
ladybug-49,60,1,bridge8,0.5194163569249213,2691.5095759477394,2543.9985518089643
ladybug-49,60,1,bridge8,0.5702301408164203,2556.171814041392,2543.9985518089643
ladybug-49,60,1,bridge8,0.6220053439028561,2488.2281604489585,2543.9985518089643
ladybug-49,60,2,bridge8,0.0,120473.38607710932,2543.9985518089643
ladybug-49,60,2,bridge8,0.04926047334447503,107579.17244206675,2543.9985518089643
ladybug-49,60,2,bridge8,0.05184111464768648,107500.97899606438,2543.9985518089643
ladybug-49,60,2,bridge8,0.05405170563608408,107500.91219188165,2543.9985518089643
ladybug-49,60,2,bridge8,0.056244836654514074,107500.91213906188,2543.9985518089643
ladybug-49,60,2,bridge8,0.05861580744385719,107500.91213903733,2543.9985518089643
ladybug-49,60,2,bridge8,0.06078482838347554,107500.9121390373,2543.9985518089643
ladybug-49,60,2,bridge8,0.06580680049955845,107500.91213903889,2543.9985518089643
ladybug-49,60,2,bridge8,0.1296414895914495,6785.485993449065,2543.9985518089643
ladybug-49,60,2,bridge8,0.18749421648681164,5165.237278606379,2543.9985518089643
ladybug-49,60,2,bridge8,0.24084414029493928,4409.50865867616,2543.9985518089643
ladybug-49,60,2,bridge8,0.30508274026215076,3901.9707863921717,2543.9985518089643
ladybug-49,60,2,bridge8,0.3573423936031759,3514.2685459072063,2543.9985518089643
ladybug-49,60,2,bridge8,0.4138971194624901,3189.542341903912,2543.9985518089643
ladybug-49,60,2,bridge8,0.46668929420411587,2910.3364213623317,2543.9985518089643
ladybug-49,60,2,bridge8,0.5169903761707246,2691.5095759477394,2543.9985518089643
ladybug-49,60,2,bridge8,0.56810283055529,2556.171814041392,2543.9985518089643
ladybug-49,60,2,bridge8,0.6198241645470262,2488.2281604489585,2543.9985518089643
ladybug-49,60,0,selective,0.0,120473.38607710932,2543.9985518089643
ladybug-49,60,0,selective,0.11079644970595837,6222.901881883251,2543.9985518089643
ladybug-49,60,0,selective,0.16827882546931505,4874.215245034943,2543.9985518089643
ladybug-49,60,0,selective,0.22098572039976716,4273.23703657779,2543.9985518089643
ladybug-49,60,0,selective,0.27261672355234623,3825.6603294478023,2543.9985518089643
ladybug-49,60,0,selective,0.32375641679391265,3484.673284569078,2543.9985518089643
ladybug-49,60,0,selective,0.3765975716523826,3200.9373927651386,2543.9985518089643
ladybug-49,60,0,selective,0.43209062656387687,2942.590824488799,2543.9985518089643
ladybug-49,60,0,selective,0.4834978897124529,2721.7749923070587,2543.9985518089643
ladybug-49,60,0,selective,0.5350794135592878,2576.569094848826,2543.9985518089643
ladybug-49,60,0,selective,0.5872595678083599,2502.422686165491,2543.9985518089643
ladybug-49,60,1,selective,0.0,120473.38607710932,2543.9985518089643
ladybug-49,60,1,selective,0.11066882917657495,6222.901881883251,2543.9985518089643
ladybug-49,60,1,selective,0.16831877641379833,4874.215245034943,2543.9985518089643
ladybug-49,60,1,selective,0.22094667050987482,4273.23703657779,2543.9985518089643
ladybug-49,60,1,selective,0.27227294351905584,3825.6603294478023,2543.9985518089643
ladybug-49,60,1,selective,0.32342417631298304,3484.673284569078,2543.9985518089643
ladybug-49,60,1,selective,0.37605784134939313,3200.9373927651386,2543.9985518089643
ladybug-49,60,1,selective,0.4319429462775588,2942.590824488799,2543.9985518089643
ladybug-49,60,1,selective,0.48275960935279727,2721.7749923070587,2543.9985518089643
ladybug-49,60,1,selective,0.5354953142814338,2576.569094848826,2543.9985518089643
ladybug-49,60,1,selective,0.5877536074258387,2502.422686165491,2543.9985518089643
ladybug-49,60,2,selective,0.0,120473.38607710932,2543.9985518089643
ladybug-49,60,2,selective,0.11091740103438497,6222.901881883251,2543.9985518089643
ladybug-49,60,2,selective,0.16840750724077225,4874.215245034943,2543.9985518089643
ladybug-49,60,2,selective,0.22113069100305438,4273.23703657779,2543.9985518089643
ladybug-49,60,2,selective,0.2728963643312454,3825.6603294478023,2543.9985518089643
ladybug-49,60,2,selective,0.3240864179097116,3484.673284569078,2543.9985518089643
ladybug-49,60,2,selective,0.37667923234403133,3200.9373927651386,2543.9985518089643
ladybug-49,60,2,selective,0.4318879870697856,2942.590824488799,2543.9985518089643
ladybug-49,60,2,selective,0.48382109124213457,2721.7749923070587,2543.9985518089643
ladybug-49,60,2,selective,0.5366833051666617,2576.569094848826,2543.9985518089643
ladybug-49,60,2,selective,0.588834569323808,2502.422686165491,2543.9985518089643
ladybug-49,61,0,fine,0.0,143017.18929727958,3713.923391706322
ladybug-49,61,0,fine,0.06534051895141602,8446.449853624801,3713.923391706322
ladybug-49,61,0,fine,0.12219820497557521,6687.31278726522,3713.923391706322
ladybug-49,61,0,fine,0.17360958876088262,5931.994559657944,3713.923391706322
ladybug-49,61,0,fine,0.22557322308421135,5352.484713467021,3713.923391706322
ladybug-49,61,0,fine,0.2773235561326146,4883.5129491390635,3713.923391706322
ladybug-49,61,0,fine,0.32893538009375334,4497.921739385523,3713.923391706322
ladybug-49,61,0,fine,0.3803238030523062,4180.663995460321,3713.923391706322
ladybug-49,61,0,fine,0.43174680694937706,3929.3834806177033,3713.923391706322
ladybug-49,61,0,fine,0.4864761517383158,3762.5147364572085,3713.923391706322
ladybug-49,61,0,fine,0.5372415650635958,3669.8842700000855,3713.923391706322
ladybug-49,61,1,fine,0.0,143017.18929727958,3713.923391706322
ladybug-49,61,1,fine,0.05256195366382599,8446.449853624801,3713.923391706322
ladybug-49,61,1,fine,0.10759071866050363,6687.31278726522,3713.923391706322
ladybug-49,61,1,fine,0.15877970261499286,5931.994559657944,3713.923391706322
ladybug-49,61,1,fine,0.21481760777533054,5352.484713467021,3713.923391706322
ladybug-49,61,1,fine,0.26636597141623497,4883.5129491390635,3713.923391706322
ladybug-49,61,1,fine,0.3221234166994691,4497.921739385523,3713.923391706322
ladybug-49,61,1,fine,0.3749749814160168,4180.663995460321,3713.923391706322
ladybug-49,61,1,fine,0.4307628064416349,3929.3834806177033,3713.923391706322
ladybug-49,61,1,fine,0.4828886603936553,3762.5147364572085,3713.923391706322
ladybug-49,61,1,fine,0.538655795622617,3669.8842700000855,3713.923391706322
ladybug-49,61,2,fine,0.0,143017.18929727958,3713.923391706322
ladybug-49,61,2,fine,0.052664694376289845,8446.449853624801,3713.923391706322
ladybug-49,61,2,fine,0.10852819075807929,6687.31278726522,3713.923391706322
ladybug-49,61,2,fine,0.1602161037735641,5931.994559657944,3713.923391706322
ladybug-49,61,2,fine,0.2150513483211398,5352.484713467021,3713.923391706322
ladybug-49,61,2,fine,0.26720018265768886,4883.5129491390635,3713.923391706322
ladybug-49,61,2,fine,0.32320196833461523,4497.921739385523,3713.923391706322
ladybug-49,61,2,fine,0.37544596241787076,4180.663995460321,3713.923391706322
ladybug-49,61,2,fine,0.4312568176537752,3929.3834806177033,3713.923391706322
ladybug-49,61,2,fine,0.4823487005196512,3762.5147364572085,3713.923391706322
ladybug-49,61,2,fine,0.5377765065059066,3669.8842700000855,3713.923391706322
ladybug-49,61,0,nonlinear8,0.0,143017.18929727958,3713.923391706322
ladybug-49,61,0,nonlinear8,0.05577713530510664,127962.37088846401,3713.923391706322
ladybug-49,61,0,nonlinear8,0.06419987929984927,127904.99595604764,3713.923391706322
ladybug-49,61,0,nonlinear8,0.07084009191021323,127904.96710454194,3713.923391706322
ladybug-49,61,0,nonlinear8,0.07749578496441245,127904.96708804289,3713.923391706322
ladybug-49,61,0,nonlinear8,0.0845832983031869,127904.96708803484,3713.923391706322
ladybug-49,61,0,nonlinear8,0.16253692377358675,8395.988375031926,3713.923391706322
ladybug-49,61,0,nonlinear8,0.21928683994337916,6626.922859631875,3713.923391706322
ladybug-49,61,0,nonlinear8,0.27130731381475925,5873.29652544887,3713.923391706322
ladybug-49,61,0,nonlinear8,0.32208254700526595,5308.224559089912,3713.923391706322
ladybug-49,61,0,nonlinear8,0.37364080967381597,4836.999180808544,3713.923391706322
ladybug-49,61,0,nonlinear8,0.4261309737339616,4445.681786764277,3713.923391706322
ladybug-49,61,0,nonlinear8,0.48032896872609854,4132.648858499782,3713.923391706322
ladybug-49,61,0,nonlinear8,0.5306628020480275,3896.0697146365965,3713.923391706322
ladybug-49,61,0,nonlinear8,0.5815258449874818,3745.3654616831936,3713.923391706322
ladybug-49,61,0,nonlinear8,0.6322467476129532,3662.794031968433,3713.923391706322
ladybug-49,61,1,nonlinear8,0.0,143017.18929727958,3713.923391706322
ladybug-49,61,1,nonlinear8,0.041760689578950405,127962.37088846401,3713.923391706322
ladybug-49,61,1,nonlinear8,0.048442262690514326,127904.99595604764,3713.923391706322
ladybug-49,61,1,nonlinear8,0.0551185654476285,127904.96710454194,3713.923391706322
ladybug-49,61,1,nonlinear8,0.0618275785818696,127904.96708804289,3713.923391706322
ladybug-49,61,1,nonlinear8,0.06850237166509032,127904.96708803484,3713.923391706322
ladybug-49,61,1,nonlinear8,0.13981247413903475,8395.988375031926,3713.923391706322
ladybug-49,61,1,nonlinear8,0.1950857494957745,6626.922859631875,3713.923391706322
ladybug-49,61,1,nonlinear8,0.24616174213588238,5873.29652544887,3713.923391706322
ladybug-49,61,1,nonlinear8,0.3024001684971154,5308.224559089912,3713.923391706322
ladybug-49,61,1,nonlinear8,0.354135662317276,4836.999180808544,3713.923391706322
ladybug-49,61,1,nonlinear8,0.40925267757847905,4445.681786764277,3713.923391706322
ladybug-49,61,1,nonlinear8,0.46146294148638844,4132.648858499782,3713.923391706322
ladybug-49,61,1,nonlinear8,0.5172728262841702,3896.0697146365965,3713.923391706322
ladybug-49,61,1,nonlinear8,0.5690089403651655,3745.3654616831936,3713.923391706322
ladybug-49,61,1,nonlinear8,0.623962935525924,3662.794031968433,3713.923391706322
ladybug-49,61,2,nonlinear8,0.0,143017.18929727958,3713.923391706322
ladybug-49,61,2,nonlinear8,0.04209465906023979,127962.37088846401,3713.923391706322
ladybug-49,61,2,nonlinear8,0.04879509238526225,127904.99595604764,3713.923391706322
ladybug-49,61,2,nonlinear8,0.05545406509190798,127904.96710454194,3713.923391706322
ladybug-49,61,2,nonlinear8,0.062080818228423595,127904.96708804289,3713.923391706322
ladybug-49,61,2,nonlinear8,0.06873022112995386,127904.96708803484,3713.923391706322
ladybug-49,61,2,nonlinear8,0.13969503343105316,8395.988375031926,3713.923391706322
ladybug-49,61,2,nonlinear8,0.19452434917911887,6626.922859631875,3713.923391706322
ladybug-49,61,2,nonlinear8,0.2461892324499786,5873.29652544887,3713.923391706322
ladybug-49,61,2,nonlinear8,0.3018455682322383,5308.224559089912,3713.923391706322
ladybug-49,61,2,nonlinear8,0.35648897336795926,4836.999180808544,3713.923391706322
ladybug-49,61,2,nonlinear8,0.417129420209676,4445.681786764277,3713.923391706322
ladybug-49,61,2,nonlinear8,0.4755926872603595,4132.648858499782,3713.923391706322
ladybug-49,61,2,nonlinear8,0.5345724243670702,3896.0697146365965,3713.923391706322
ladybug-49,61,2,nonlinear8,0.5890357694588602,3745.3654616831936,3713.923391706322
ladybug-49,61,2,nonlinear8,0.6456422451883554,3662.794031968433,3713.923391706322
ladybug-49,61,0,bridge8,0.0,143017.18929727958,3713.923391706322
ladybug-49,61,0,bridge8,0.04872415214776993,127962.37088846424,3713.923391706322
ladybug-49,61,0,bridge8,0.051182933151721954,127904.99595604798,3713.923391706322
ladybug-49,61,0,bridge8,0.05323971435427666,127904.96710454213,3713.923391706322
ladybug-49,61,0,bridge8,0.055301135405898094,127904.96708804244,3713.923391706322
ladybug-49,61,0,bridge8,0.05749336630105972,127904.96708803349,3713.923391706322
ladybug-49,61,0,bridge8,0.0643149702809751,127904.96708803602,3713.923391706322
ladybug-49,61,0,bridge8,0.1274343985132873,8395.988375031924,3713.923391706322
ladybug-49,61,0,bridge8,0.1839524544775486,6626.922859631875,3713.923391706322
ladybug-49,61,0,bridge8,0.23569170851260424,5873.296525448865,3713.923391706322
ladybug-49,61,0,bridge8,0.2870103516615927,5308.224559089917,3713.923391706322
ladybug-49,61,0,bridge8,0.3391396254301071,4836.999180808542,3713.923391706322
ladybug-49,61,0,bridge8,0.3907636892981827,4445.681786764282,3713.923391706322
ladybug-49,61,0,bridge8,0.4418160025961697,4132.648858499783,3713.923391706322
ladybug-49,61,0,bridge8,0.49305207561701536,3896.0697146365987,3713.923391706322
ladybug-49,61,0,bridge8,0.5443178494460881,3745.365461683215,3713.923391706322
ladybug-49,61,0,bridge8,0.5949297924526036,3662.794031968418,3713.923391706322
ladybug-49,61,1,bridge8,0.0,143017.18929727958,3713.923391706322
ladybug-49,61,1,bridge8,0.03769104788079858,127962.37088846424,3713.923391706322
ladybug-49,61,1,bridge8,0.039791788905858994,127904.99595604798,3713.923391706322
ladybug-49,61,1,bridge8,0.0418660300783813,127904.96710454213,3713.923391706322
ladybug-49,61,1,bridge8,0.04393898090347648,127904.96708804244,3713.923391706322
ladybug-49,61,1,bridge8,0.04602552205324173,127904.96708803349,3713.923391706322
ladybug-49,61,1,bridge8,0.052833384834229946,127904.96708803602,3713.923391706322
ladybug-49,61,1,bridge8,0.10403963830322027,8395.988375031924,3713.923391706322
ladybug-49,61,1,bridge8,0.16024109395220876,6626.922859631875,3713.923391706322
ladybug-49,61,1,bridge8,0.2117682471871376,5873.296525448865,3713.923391706322
ladybug-49,61,1,bridge8,0.2675766730681062,5308.224559089917,3713.923391706322
ladybug-49,61,1,bridge8,0.31917993631213903,4836.999180808542,3713.923391706322
ladybug-49,61,1,bridge8,0.3745799823664129,4445.681786764282,3713.923391706322
ladybug-49,61,1,bridge8,0.4258834053762257,4132.648858499783,3713.923391706322
ladybug-49,61,1,bridge8,0.48146283021196723,3896.0697146365987,3713.923391706322
ladybug-49,61,1,bridge8,0.5316475043073297,3745.365461683215,3713.923391706322
ladybug-49,61,1,bridge8,0.5819682562723756,3662.794031968418,3713.923391706322
ladybug-49,61,2,bridge8,0.0,143017.18929727958,3713.923391706322
ladybug-49,61,2,bridge8,0.0377303478308022,127962.37088846424,3713.923391706322
ladybug-49,61,2,bridge8,0.03985879896208644,127904.99595604798,3713.923391706322
ladybug-49,61,2,bridge8,0.0419496800750494,127904.96710454213,3713.923391706322
ladybug-49,61,2,bridge8,0.04407696984708309,127904.96708804244,3713.923391706322
ladybug-49,61,2,bridge8,0.046155450865626335,127904.96708803349,3713.923391706322
ladybug-49,61,2,bridge8,0.052989235147833824,127904.96708803602,3713.923391706322
ladybug-49,61,2,bridge8,0.10427475767210126,8395.988375031924,3713.923391706322
ladybug-49,61,2,bridge8,0.15936190262436867,6626.922859631875,3713.923391706322
ladybug-49,61,2,bridge8,0.21077035646885633,5873.296525448865,3713.923391706322
ladybug-49,61,2,bridge8,0.2665566415525973,5308.224559089917,3713.923391706322
ladybug-49,61,2,bridge8,0.31882142554968596,4836.999180808542,3713.923391706322
ladybug-49,61,2,bridge8,0.37535271141678095,4445.681786764282,3713.923391706322
ladybug-49,61,2,bridge8,0.42740472545847297,4132.648858499783,3713.923391706322
ladybug-49,61,2,bridge8,0.48272349080070853,3896.0697146365987,3713.923391706322
ladybug-49,61,2,bridge8,0.5341393034905195,3745.365461683215,3713.923391706322
ladybug-49,61,2,bridge8,0.5912427096627653,3662.794031968418,3713.923391706322
ladybug-49,61,0,selective,0.0,143017.18929727958,3713.923391706322
ladybug-49,61,0,selective,0.04960543196648359,127962.37088846424,3713.923391706322
ladybug-49,61,0,selective,0.05205028364434838,127904.99595604798,3713.923391706322
ladybug-49,61,0,selective,0.054118113592267036,127904.96710454213,3713.923391706322
ladybug-49,61,0,selective,0.05619232589378953,127904.96708804244,3713.923391706322
ladybug-49,61,0,selective,0.05839462671428919,127904.96708803349,3713.923391706322
ladybug-49,61,0,selective,0.06532516982406378,127904.96708803602,3713.923391706322
ladybug-49,61,0,selective,0.12878571869805455,8395.988375031924,3713.923391706322
ladybug-49,61,0,selective,0.18551255390048027,6626.922859631875,3713.923391706322
ladybug-49,61,0,selective,0.23731768783181906,5873.296525448865,3713.923391706322
ladybug-49,61,0,selective,0.2884584120474756,5308.224559089917,3713.923391706322
ladybug-49,61,0,selective,0.3398486450314522,4836.999180808542,3713.923391706322
ladybug-49,61,0,selective,0.3912458186969161,4445.681786764282,3713.923391706322
ladybug-49,61,0,selective,0.4424157617613673,4132.648858499783,3713.923391706322
ladybug-49,61,0,selective,0.4933887147344649,3896.0697146365987,3713.923391706322
ladybug-49,61,0,selective,0.5446181977167726,3745.365461683215,3713.923391706322
ladybug-49,61,0,selective,0.5952934417873621,3662.794031968418,3713.923391706322
ladybug-49,61,1,selective,0.0,143017.18929727958,3713.923391706322
ladybug-49,61,1,selective,0.038273677695542574,127962.37088846424,3713.923391706322
ladybug-49,61,1,selective,0.040391058661043644,127904.99595604798,3713.923391706322
ladybug-49,61,1,selective,0.042473758570849895,127904.96710454213,3713.923391706322
ladybug-49,61,1,selective,0.04454222088679671,127904.96708804244,3713.923391706322
ladybug-49,61,1,selective,0.04661658080294728,127904.96708803349,3713.923391706322
ladybug-49,61,1,selective,0.05344691360369325,127904.96708803602,3713.923391706322
ladybug-49,61,1,selective,0.10483021894469857,8395.988375031924,3713.923391706322
ladybug-49,61,1,selective,0.15973379369825125,6626.922859631875,3713.923391706322
ladybug-49,61,1,selective,0.21059877704828978,5873.296525448865,3713.923391706322
ladybug-49,61,1,selective,0.26577966194599867,5308.224559089917,3713.923391706322
ladybug-49,61,1,selective,0.3174375956878066,4836.999180808542,3713.923391706322
ladybug-49,61,1,selective,0.3727569808252156,4445.681786764282,3713.923391706322
ladybug-49,61,1,selective,0.42336833383888006,4132.648858499783,3713.923391706322
ladybug-49,61,1,selective,0.47337113693356514,3896.0697146365987,3713.923391706322
ladybug-49,61,1,selective,0.5249795010313392,3745.365461683215,3713.923391706322
ladybug-49,61,1,selective,0.5808412260375917,3662.794031968418,3713.923391706322
ladybug-49,61,2,selective,0.0,143017.18929727958,3713.923391706322
ladybug-49,61,2,selective,0.03842322761192918,127962.37088846424,3713.923391706322
ladybug-49,61,2,selective,0.04052828857675195,127904.99595604798,3713.923391706322
ladybug-49,61,2,selective,0.042606889735907316,127904.96710454213,3713.923391706322
ladybug-49,61,2,selective,0.04468696052208543,127904.96708804244,3713.923391706322
ladybug-49,61,2,selective,0.04677447164431214,127904.96708803349,3713.923391706322
ladybug-49,61,2,selective,0.05362056475132704,127904.96708803602,3713.923391706322
ladybug-49,61,2,selective,0.10509435785934329,8395.988375031924,3713.923391706322
ladybug-49,61,2,selective,0.15986457280814648,6626.922859631875,3713.923391706322
ladybug-49,61,2,selective,0.21114016696810722,5873.296525448865,3713.923391706322
ladybug-49,61,2,selective,0.26735456194728613,5308.224559089917,3713.923391706322
ladybug-49,61,2,selective,0.31939382618293166,4836.999180808542,3713.923391706322
ladybug-49,61,2,selective,0.3752474822103977,4445.681786764282,3713.923391706322
ladybug-49,61,2,selective,0.42707810504361987,4132.648858499783,3713.923391706322
ladybug-49,61,2,selective,0.4823973709717393,3896.0697146365987,3713.923391706322
ladybug-49,61,2,selective,0.5365640451200306,3745.365461683215,3713.923391706322
ladybug-49,61,2,selective,0.5932085909880698,3662.794031968418,3713.923391706322
ladybug-49,62,0,fine,0.0,141159.07864934742,3539.011985087205
ladybug-49,62,0,fine,0.05303692352026701,9313.07009627041,3539.011985087205
ladybug-49,62,0,fine,0.10901835979893804,7394.494993529233,3539.011985087205
ladybug-49,62,0,fine,0.16107842372730374,6469.547071956828,3539.011985087205
ladybug-49,62,0,fine,0.21713379863649607,5775.810538067756,3539.011985087205
ladybug-49,62,0,fine,0.2687987727113068,5210.049136023761,3539.011985087205
ladybug-49,62,0,fine,0.3250408787280321,4714.806186824092,3539.011985087205
ladybug-49,62,0,fine,0.37752153258770704,4278.789409715506,3539.011985087205
ladybug-49,62,0,fine,0.43318052776157856,3915.3160000463936,3539.011985087205
ladybug-49,62,0,fine,0.48499113181605935,3665.470311682856,3539.011985087205
ladybug-49,62,0,fine,0.5401924666948617,3534.7679330895407,3539.011985087205
ladybug-49,62,1,fine,0.0,141159.07864934742,3539.011985087205
ladybug-49,62,1,fine,0.05285962298512459,9313.07009627041,3539.011985087205
ladybug-49,62,1,fine,0.10902322921901941,7394.494993529233,3539.011985087205
ladybug-49,62,1,fine,0.16143740294501185,6469.547071956828,3539.011985087205
ladybug-49,62,1,fine,0.21782591892406344,5775.810538067756,3539.011985087205
ladybug-49,62,1,fine,0.2694945018738508,5210.049136023761,3539.011985087205
ladybug-49,62,1,fine,0.3251970880664885,4714.806186824092,3539.011985087205
ladybug-49,62,1,fine,0.3774128220975399,4278.789409715506,3539.011985087205
ladybug-49,62,1,fine,0.4328015670180321,3915.3160000463936,3539.011985087205
ladybug-49,62,1,fine,0.48440614016726613,3665.470311682856,3539.011985087205
ladybug-49,62,1,fine,0.5401701261289418,3534.7679330895407,3539.011985087205
ladybug-49,62,2,fine,0.0,141159.07864934742,3539.011985087205
ladybug-49,62,2,fine,0.05266093509271741,9313.07009627041,3539.011985087205
ladybug-49,62,2,fine,0.10923278098925948,7394.494993529233,3539.011985087205
ladybug-49,62,2,fine,0.1614601039327681,6469.547071956828,3539.011985087205
ladybug-49,62,2,fine,0.21721479017287493,5775.810538067756,3539.011985087205
ladybug-49,62,2,fine,0.26894973311573267,5210.049136023761,3539.011985087205
ladybug-49,62,2,fine,0.32485492900013924,4714.806186824092,3539.011985087205
ladybug-49,62,2,fine,0.37774483300745487,4278.789409715506,3539.011985087205
ladybug-49,62,2,fine,0.43344533909112215,3915.3160000463936,3539.011985087205
ladybug-49,62,2,fine,0.4849539319984615,3665.470311682856,3539.011985087205
ladybug-49,62,2,fine,0.5401650168932974,3534.7679330895407,3539.011985087205
ladybug-49,62,0,nonlinear8,0.0,141159.07864934742,3539.011985087205
ladybug-49,62,0,nonlinear8,0.0432368409819901,132154.04766954258,3539.011985087205
ladybug-49,62,0,nonlinear8,0.05022499384358525,132100.61801713123,3539.011985087205
ladybug-49,62,0,nonlinear8,0.05709792813286185,132100.52529995155,3539.011985087205
ladybug-49,62,0,nonlinear8,0.06398021103814244,132100.5251549004,3539.011985087205
ladybug-49,62,0,nonlinear8,0.07097817398607731,132100.52515467696,3539.011985087205
ladybug-49,62,0,nonlinear8,0.07786175701767206,132100.52515467635,3539.011985087205
ladybug-49,62,0,nonlinear8,0.08478752989321947,132100.5251546758,3539.011985087205
ladybug-49,62,0,nonlinear8,0.09174667298793793,132100.52515467515,3539.011985087205
ladybug-49,62,0,nonlinear8,0.14337506564334035,9238.89254802938,3539.011985087205
ladybug-49,62,0,nonlinear8,0.19813134102150798,7369.359659828193,3539.011985087205
ladybug-49,62,0,nonlinear8,0.24991546478122473,6464.2708824372985,3539.011985087205
ladybug-49,62,0,nonlinear8,0.3021284588612616,5778.645595925339,3539.011985087205
ladybug-49,62,0,nonlinear8,0.3533810516819358,5198.359705336061,3539.011985087205
ladybug-49,62,0,nonlinear8,0.40538580575957894,4686.824533827076,3539.011985087205
ladybug-49,62,0,nonlinear8,0.4588784696534276,4245.949316648858,3539.011985087205
ladybug-49,62,0,nonlinear8,0.510403024032712,3889.6280805133247,3539.011985087205
ladybug-49,62,0,nonlinear8,0.5622959667816758,3651.3325801898695,3539.011985087205
ladybug-49,62,0,nonlinear8,0.614013890735805,3528.742191083875,3539.011985087205
ladybug-49,62,1,nonlinear8,0.0,141159.07864934742,3539.011985087205
ladybug-49,62,1,nonlinear8,0.046677731443196535,132154.04766954258,3539.011985087205
ladybug-49,62,1,nonlinear8,0.0536467544734478,132100.61801713123,3539.011985087205
ladybug-49,62,1,nonlinear8,0.06054612761363387,132100.52529995155,3539.011985087205
ladybug-49,62,1,nonlinear8,0.06747334124520421,132100.5251549004,3539.011985087205
ladybug-49,62,1,nonlinear8,0.07447698432952166,132100.52515467696,3539.011985087205
ladybug-49,62,1,nonlinear8,0.08139699744060636,132100.52515467635,3539.011985087205
ladybug-49,62,1,nonlinear8,0.08824427053332329,132100.5251546758,3539.011985087205
ladybug-49,62,1,nonlinear8,0.09514478361234069,132100.52515467515,3539.011985087205
ladybug-49,62,1,nonlinear8,0.14656518725678325,9238.89254802938,3539.011985087205
ladybug-49,62,1,nonlinear8,0.20432707341387868,7369.359659828193,3539.011985087205
ladybug-49,62,1,nonlinear8,0.256956506986171,6464.2708824372985,3539.011985087205
ladybug-49,62,1,nonlinear8,0.3086048010736704,5778.645595925339,3539.011985087205
ladybug-49,62,1,nonlinear8,0.36160064535215497,5198.359705336061,3539.011985087205
ladybug-49,62,1,nonlinear8,0.4184358613565564,4686.824533827076,3539.011985087205
ladybug-49,62,1,nonlinear8,0.4703260650858283,4245.949316648858,3539.011985087205
ladybug-49,62,1,nonlinear8,0.5263864803127944,3889.6280805133247,3539.011985087205
ladybug-49,62,1,nonlinear8,0.5786073743365705,3651.3325801898695,3539.011985087205
ladybug-49,62,1,nonlinear8,0.6296417373232543,3528.742191083875,3539.011985087205
ladybug-49,62,2,nonlinear8,0.0,141159.07864934742,3539.011985087205
ladybug-49,62,2,nonlinear8,0.043515759985893965,132154.04766954258,3539.011985087205
ladybug-49,62,2,nonlinear8,0.05048601282760501,132100.61801713123,3539.011985087205
ladybug-49,62,2,nonlinear8,0.057427696883678436,132100.52529995155,3539.011985087205
ladybug-49,62,2,nonlinear8,0.0644040098413825,132100.5251549004,3539.011985087205
ladybug-49,62,2,nonlinear8,0.07132385298609734,132100.52515467696,3539.011985087205
ladybug-49,62,2,nonlinear8,0.07817070605233312,132100.52515467635,3539.011985087205
ladybug-49,62,2,nonlinear8,0.08506057877093554,132100.5251546758,3539.011985087205
ladybug-49,62,2,nonlinear8,0.0920057320035994,132100.52515467515,3539.011985087205
ladybug-49,62,2,nonlinear8,0.14337469637393951,9238.89254802938,3539.011985087205
ladybug-49,62,2,nonlinear8,0.20062195230275393,7369.359659828193,3539.011985087205
ladybug-49,62,2,nonlinear8,0.25309006636962295,6464.2708824372985,3539.011985087205
ladybug-49,62,2,nonlinear8,0.30477467039600015,5778.645595925339,3539.011985087205
ladybug-49,62,2,nonlinear8,0.35725979320704937,5198.359705336061,3539.011985087205
ladybug-49,62,2,nonlinear8,0.41389516927301884,4686.824533827076,3539.011985087205
ladybug-49,62,2,nonlinear8,0.46568289306014776,4245.949316648858,3539.011985087205
ladybug-49,62,2,nonlinear8,0.5216082883998752,3889.6280805133247,3539.011985087205
ladybug-49,62,2,nonlinear8,0.5738174431025982,3651.3325801898695,3539.011985087205
ladybug-49,62,2,nonlinear8,0.6247552162967622,3528.742191083875,3539.011985087205
ladybug-49,62,0,bridge8,0.0,141159.07864934742,3539.011985087205
ladybug-49,62,0,bridge8,0.03893973724916577,132154.04766954185,3539.011985087205
ladybug-49,62,0,bridge8,0.041138578206300735,132100.61801713065,3539.011985087205
ladybug-49,62,0,bridge8,0.04632687149569392,132100.52529995053,3539.011985087205
ladybug-49,62,0,bridge8,0.048487162217497826,132100.52515489992,3539.011985087205
ladybug-49,62,0,bridge8,0.05067600356414914,132100.52515467667,3539.011985087205
ladybug-49,62,0,bridge8,0.05283478461205959,132100.52515467617,3539.011985087205
ladybug-49,62,0,bridge8,0.05499105527997017,132100.52515467608,3539.011985087205
