arm,rep,lambda,tau,raw_norm,radius,cost,decrease,prediction,rho,iterations,residual,certified,root_updates,fallback,guard_ratio,guard_pass,seconds
eta2_saved,0,9.7037479471935431,9.7037479471935431,0,6.6020868634661725e-05,1951880.1008063303,0.026323252590373158,0.098439924047453262,0.26740423507116845,0,0,0,0,0,0,1,0
reference_raw,0,9.7037479471935431,9.7037479471935431,41.74596680794339,6.6020868634661725e-05,2485806.7430585516,-533926.61592896865,19172.427079166984,-27.848671100652691,6,3.2687192692452425e-12,1,0,0,0,1,0.098805145999999996
reference_clip,0,9.7037479471935431,9.7037479471935431,41.74596680794339,6.6020868634661725e-05,1951880.1007567926,0.026372790336608887,0.098448895165636832,0.26788305030988502,6,3.2687192692452425e-12,1,0,0,0,1,0.106632991
lambda_coupled,0,8181096.8378870487,8181096.8378870487,6.3183490510807205e-05,6.6020868634661725e-05,1951880.0967095608,0.030420022085309029,0.032660279668304967,0.93140727496066156,7,8.3570125913189612e-15,1,1,0,0,1,0.108502132
lambda_frozen_tau,0,8181096.8378870487,9.7037479471935431,6.3183447944288373e-05,6.6020868634661725e-05,1951880.0985375342,0.028592048678547144,0.09725766977678256,0.29398245654218486,8,1.2022795001008081e-16,1,1,0,0,1,0.11291219600000001
geodesic_guarded,0,9.7037479471935431,9.7037479471935431,8.9955382873986613e-05,6.6020868634661725e-05,1951880.0919974293,0.03513215365819633,0.080731538747417356,0.43517260048905271,6,6.1438768126438285e-12,1,0,0,0.00064018047375753793,1,0.095610163999999997
reference_raw,1,9.7037479471935431,9.7037479471935431,41.74596680794339,6.6020868634661725e-05,2485806.743058552,-533926.61592896911,19172.427079166988,-27.848671100652709,6,3.2687192692452425e-12,1,0,0,0,1,0.095770913999999999
reference_clip,1,9.7037479471935431,9.7037479471935431,41.74596680794339,6.6020868634661725e-05,1951880.1007567926,0.026372790336608887,0.098448895165636846,0.26788305030988496,6,3.2687192692452425e-12,1,0,0,0,1,0.103593929
lambda_coupled,1,8181096.8378870487,8181096.8378870487,6.3183490510807205e-05,6.6020868634661725e-05,1951880.0967095606,0.030420022318139672,0.032660279668304967,0.93140728208952406,7,8.3570125913189612e-15,1,1,0,0,1,0.10839718199999999
lambda_frozen_tau,1,8181096.8378870487,9.7037479471935431,6.3183447944288373e-05,6.6020868634661725e-05,1951880.0985375338,0.028592049144208431,0.097257669776782546,0.29398246133009814,8,1.2022795001008081e-16,1,1,0,0,1,0.112733055
geodesic_guarded,1,9.7037479471935431,9.7037479471935431,8.9955382873986613e-05,6.6020868634661725e-05,1951880.0919974295,0.035132153425365686,0.080731538747417356,0.43517259760504173,6,6.1438768126438285e-12,1,0,0,0.00064018047375753793,1,0.094471802999999993
reference_raw,2,9.7037479471935431,9.7037479471935431,41.74596680794339,6.6020868634661725e-05,2485806.743058552,-533926.61592896911,19172.427079166984,-27.848671100652712,6,3.2687192692452425e-12,1,0,0,0,1,0.11136170400000001
reference_clip,2,9.7037479471935431,9.7037479471935431,41.74596680794339,6.6020868634661725e-05,1951880.1007567926,0.026372790336608887,0.09844889516563686,0.26788305030988496,6,3.2687192692452425e-12,1,0,0,0,1,0.11918738
lambda_coupled,2,8181096.8378870487,8181096.8378870487,6.3183490510807205e-05,6.6020868634661725e-05,1951880.0967095608,0.030420022085309029,0.032660279668304967,0.93140727496066156,7,8.3570125913189612e-15,1,1,0,0,1,0.10846004200000001
lambda_frozen_tau,2,8181096.8378870487,9.7037479471935431,6.3183447944288373e-05,6.6020868634661725e-05,1951880.0985375342,0.028592048678547144,0.09725766977678256,0.29398245654218486,8,1.2022795001008081e-16,1,1,0,0,1,0.11295229599999999
geodesic_guarded,2,9.7037479471935431,9.7037479471935431,8.9955382873986613e-05,6.6020868634661725e-05,1951880.0919974293,0.03513215365819633,0.080731538747417356,0.43517260048905271,6,6.1438768126438285e-12,1,0,0,0.00064018047375753793,1,0.094613553000000003
