scene,arm,rep,representative,iteration,elapsed_s,cost,cost_kind,event,csv_wall_s,csv_to_native_offset_s
final-4585,caspar32,2,False,147,10.609326849,11387062.0,native,accepted,,
final-4585,caspar32,2,False,148,10.672574604,11379005.0,native,accepted,,
final-4585,caspar32,2,False,149,10.735881779,11371652.0,native,accepted,,
final-4585,caspar32,2,False,150,10.799165184,11363694.0,native,accepted,,
final-4585,caspar32,2,False,151,10.862545699,11356404.0,native,accepted,,
final-4585,caspar32,2,False,152,10.925839135,11348524.0,native,accepted,,
final-4585,caspar32,2,False,153,10.98912111,11341302.0,native,accepted,,
final-4585,caspar32,2,False,154,11.052378285,11333511.0,native,accepted,,
final-4585,caspar32,2,False,155,11.11565643,11326354.0,native,accepted,,
final-4585,caspar32,2,False,156,11.178958695,11318601.0,native,accepted,,
final-4585,caspar32,2,False,157,11.24227051,11311540.0,native,accepted,,
final-4585,caspar32,2,False,158,11.305542976,11303882.0,native,accepted,,
final-4585,caspar32,2,False,159,11.368855741,11296829.0,native,accepted,,
final-4585,caspar32,2,False,160,11.432133856,11289266.0,native,accepted,,
final-4585,caspar32,2,False,161,11.495407731,11282309.0,native,accepted,,
final-4585,caspar32,2,False,162,11.558706306,11274814.0,native,accepted,,
final-4585,caspar32,2,False,163,11.621988781,11267941.0,native,accepted,,
final-4585,caspar32,2,False,164,11.685234616,11260480.0,native,accepted,,
final-4585,caspar32,2,False,165,11.748516301,11253684.0,native,accepted,,
final-4585,caspar32,2,False,166,11.811797726,11246320.0,native,accepted,,
final-4585,caspar32,2,False,167,11.875074321,11239594.0,native,accepted,,
final-4585,caspar32,2,False,168,11.938372287,11232294.0,native,accepted,,
final-4585,caspar32,2,False,168,12.001325732,11232445.432535494,independent_fp64,audited_endpoint,,
final-4585,caspar64,2,True,0,0.0,602872963.4893265,native,initial,,
final-4585,caspar64,2,True,1,0.260518055,93455633.55130346,native,accepted,,
final-4585,caspar64,2,True,2,0.785519276,93455633.55130346,native,rejected,,
final-4585,caspar64,2,True,3,1.186938449,62098988.63477022,native,accepted,,
final-4585,caspar64,2,True,4,1.402253758,31199250.229474973,native,accepted,,
final-4585,caspar64,2,True,5,1.78308433,21150475.35050659,native,accepted,,
final-4585,caspar64,2,True,6,2.308389361,15910050.622564591,native,accepted,,
final-4585,caspar64,2,True,7,2.834133133,14465423.036564318,native,accepted,,
final-4585,caspar64,2,True,8,3.359282275,14465423.036564318,native,rejected,,
final-4585,caspar64,2,True,9,3.884273416,14465423.036564318,native,rejected,,
final-4585,caspar64,2,True,10,4.347418313,13734352.839426385,native,accepted,,
final-4585,caspar64,2,True,11,4.831064842,13734352.839426385,native,rejected,,
final-4585,caspar64,2,True,12,5.132959799,13701953.65660705,native,accepted,,
final-4585,caspar64,2,True,13,5.3687565,13701953.65660705,native,rejected,,
final-4585,caspar64,2,True,14,5.563289128,13701953.65660705,native,rejected,,
final-4585,caspar64,2,True,15,5.737533545,13366825.135337383,native,accepted,,
final-4585,caspar64,2,True,16,5.932558873,13283613.334147502,native,accepted,,
final-4585,caspar64,2,True,17,6.127153741,13224139.319488904,native,accepted,,
final-4585,caspar64,2,True,18,6.322045499,13172731.571334494,native,accepted,,
final-4585,caspar64,2,True,19,6.516795077,13106784.600734422,native,accepted,,
final-4585,caspar64,2,True,20,6.711838076,13027878.048706423,native,accepted,,
final-4585,caspar64,2,True,21,6.886225713,12934496.720203461,native,accepted,,
final-4585,caspar64,2,True,22,7.081295211,12801574.100113027,native,accepted,,
final-4585,caspar64,2,True,23,7.276280459,12655380.840912474,native,accepted,,
final-4585,caspar64,2,True,24,7.471018907,12519627.568764726,native,accepted,,
final-4585,caspar64,2,True,25,7.665903245,12506069.580693547,native,accepted,,
final-4585,caspar64,2,True,26,7.839933722,12391959.068740986,native,accepted,,
final-4585,caspar64,2,True,27,8.013861208,12391480.243227042,native,accepted,,
final-4585,caspar64,2,True,28,8.188269165,12344891.51327845,native,accepted,,
final-4585,caspar64,2,True,29,8.34090469,12344891.51327845,native,rejected,,
final-4585,caspar64,2,True,30,8.494672125,12339324.313409854,native,accepted,,
final-4585,caspar64,2,True,31,8.648414851,12334607.174408346,native,accepted,,
final-4585,caspar64,2,True,32,8.801953776,12329433.626470514,native,accepted,,
final-4585,caspar64,2,True,33,8.955115961,12324019.236528,native,accepted,,
final-4585,caspar64,2,True,34,9.108981236,12320813.881177537,native,accepted,,
final-4585,caspar64,2,True,35,9.262560392,12316458.846820764,native,accepted,,
final-4585,caspar64,2,True,36,9.416316427,12313697.457958015,native,accepted,,
final-4585,caspar64,2,True,37,9.569762832,12310695.58854231,native,accepted,,
final-4585,caspar64,2,True,38,9.722832677,12307898.80415375,native,accepted,,
final-4585,caspar64,2,True,39,9.876071642,12305466.070322474,native,accepted,,
final-4585,caspar64,2,True,40,10.029108957,12302908.645364484,native,accepted,,
final-4585,caspar64,2,True,41,10.182777902,12300712.312419416,native,accepted,,
final-4585,caspar64,2,True,42,10.336503978,12298394.751266953,native,accepted,,
final-4585,caspar64,2,True,43,10.489931023,12296344.727499852,native,accepted,,
final-4585,caspar64,2,True,44,10.643674518,12294195.12486334,native,accepted,,
final-4585,caspar64,2,True,45,10.797087923,12292251.91028731,native,accepted,,
final-4585,caspar64,2,True,46,10.950324638,12290224.138950648,native,accepted,,
final-4585,caspar64,2,True,47,11.104251714,12288362.65929365,native,accepted,,
final-4585,caspar64,2,True,48,11.25956977,12286427.69994395,native,accepted,,
final-4585,caspar64,2,True,49,11.412954685,12284631.248144023,native,accepted,,
final-4585,caspar64,2,True,50,11.56631204,12282769.90063914,native,accepted,,
final-4585,caspar64,2,True,51,11.720131306,12281026.867559195,native,accepted,,
final-4585,caspar64,2,True,52,11.873471361,12279225.825944649,native,accepted,,
final-4585,caspar64,2,True,52,12.026703446,12279225.825944675,independent_fp64,audited_endpoint,,
final-4585,rayleigh,2,False,0,0.0,602872963.4893309,native,initial,,
final-4585,rayleigh,2,False,0,0.03513996899999983,602872963.4893309,native,setup_complete,0.0,
final-4585,rayleigh,2,False,1,0.23023996899999982,34818548.00487027,native,outer_complete,0.1951,
final-4585,rayleigh,2,False,2,0.5279399689999998,14400278.572320811,native,outer_complete,0.4928,
final-4585,rayleigh,2,False,3,1.0473399689999998,11774043.164212136,native,outer_complete,1.0122,
final-4585,rayleigh,2,False,4,1.3130399689999999,9142932.752620151,native,outer_complete,1.2779,
final-4585,rayleigh,2,False,5,1.5760399689999998,7906104.678339852,native,outer_complete,1.5409,
final-4585,rayleigh,2,False,6,1.852739969,7531041.226680879,native,outer_complete,1.8176,
final-4585,rayleigh,2,False,6,1.852739969,7531041.226680942,independent_fp64,audited_endpoint,,
final-4585,caspar64,3,False,0,0.0,602872963.4893265,native,initial,,
final-4585,caspar64,3,False,1,0.261220455,93455633.55130343,native,accepted,,
final-4585,caspar64,3,False,2,0.786417777,93455633.55130343,native,rejected,,
final-4585,caspar64,3,False,3,1.1880087,62098988.63477027,native,accepted,,
final-4585,caspar64,3,False,4,1.408764722,31199250.229475006,native,accepted,,
final-4585,caspar64,3,False,5,1.789759074,21150475.350506574,native,accepted,,
final-4585,caspar64,3,False,6,2.315254506,15910050.622564487,native,accepted,,
final-4585,caspar64,3,False,7,2.840901647,14465423.036564626,native,accepted,,
final-4585,caspar64,3,False,8,3.365651279,14465423.036564626,native,rejected,,
final-4585,caspar64,3,False,9,3.8905834,14465423.036564626,native,rejected,,
final-4585,caspar64,3,False,10,4.354109797,13734352.83942649,native,accepted,,
final-4585,caspar64,3,False,11,4.837860686,13734352.83942649,native,rejected,,
final-4585,caspar64,3,False,12,5.135798101,13701953.656608144,native,accepted,,
final-4585,caspar64,3,False,13,5.371667172,13701953.656608144,native,rejected,,
final-4585,caspar64,3,False,14,5.56564957,13701953.656608144,native,rejected,,
final-4585,caspar64,3,False,15,5.739690056,13366825.135340866,native,accepted,,
final-4585,caspar64,3,False,16,5.934412264,13283613.334148567,native,accepted,,
final-4585,caspar64,3,False,17,6.129173963,13224139.319489522,native,accepted,,
final-4585,caspar64,3,False,18,6.324126161,13172731.571335262,native,accepted,,
final-4585,caspar64,3,False,19,6.519044489,13106784.600735167,native,accepted,,
final-4585,caspar64,3,False,20,6.714037827,13027878.048707718,native,accepted,,
final-4585,caspar64,3,False,21,6.888041334,12934496.720205355,native,accepted,,
final-4585,caspar64,3,False,22,7.083205602,12801574.100115817,native,accepted,,
final-4585,caspar64,3,False,23,7.27814034,12655380.840915252,native,accepted,,
final-4585,caspar64,3,False,24,7.472906478,12519627.568766959,native,accepted,,
final-4585,caspar64,3,False,25,7.667809006,12506069.58069384,native,accepted,,
final-4585,caspar64,3,False,26,7.841547483,12391959.068741877,native,accepted,,
final-4585,caspar64,3,False,27,8.01568074,12391480.243233072,native,accepted,,
final-4585,caspar64,3,False,28,8.190084007,12344891.513276622,native,accepted,,
final-4585,caspar64,3,False,29,8.343013771,12344891.513276622,native,rejected,,
final-4585,caspar64,3,False,30,8.496534937,12339324.313405734,native,accepted,,
final-4585,caspar64,3,False,31,8.650100172,12334607.1744107,native,accepted,,
final-4585,caspar64,3,False,32,8.803527467,12329433.626469636,native,accepted,,
final-4585,caspar64,3,False,33,8.957303682,12324019.236531805,native,accepted,,
final-4585,caspar64,3,False,34,9.110879827,12320813.881177934,native,accepted,,
final-4585,caspar64,3,False,35,9.264652873,12316458.846823601,native,accepted,,
final-4585,caspar64,3,False,36,9.418409588,12313697.457959358,native,accepted,,
final-4585,caspar64,3,False,37,9.571996574,12310695.588543372,native,accepted,,
final-4585,caspar64,3,False,38,9.725330099,12307898.804154791,native,accepted,,
final-4585,caspar64,3,False,39,9.878989564,12305466.070323449,native,accepted,,
final-4585,caspar64,3,False,40,10.032585799,12302908.645365521,native,accepted,,
final-4585,caspar64,3,False,41,10.186266744,12300712.31242041,native,accepted,,
final-4585,caspar64,3,False,42,10.33977263,12298394.751268104,native,accepted,,
final-4585,caspar64,3,False,43,10.492832995,12296344.72750095,native,accepted,,
final-4585,caspar64,3,False,44,10.64622363,12294195.124864526,native,accepted,,
final-4585,caspar64,3,False,45,10.799550815,12292251.910288582,native,accepted,,
final-4585,caspar64,3,False,46,10.95296005,12290224.138951968,native,accepted,,
final-4585,caspar64,3,False,47,11.106491585,12288362.659295065,native,accepted,,
final-4585,caspar64,3,False,48,11.259791,12286427.699945433,native,accepted,,
final-4585,caspar64,3,False,49,11.413490686,12284631.248145552,native,accepted,,
final-4585,caspar64,3,False,50,11.567138661,12282769.900640765,native,accepted,,
final-4585,caspar64,3,False,51,11.720743536,12281026.867560938,native,accepted,,
final-4585,caspar64,3,False,52,11.874453321,12279225.825946463,native,accepted,,
final-4585,caspar64,3,False,52,12.027406946,12279225.82594646,independent_fp64,audited_endpoint,,
final-4585,rayleigh,3,False,0,0.0,602872963.4893306,native,initial,,
final-4585,rayleigh,3,False,0,0.023122372000000002,602872963.4893306,native,setup_complete,0.0,
final-4585,rayleigh,3,False,1,0.216822372,34818548.00487024,native,outer_complete,0.1937,
final-4585,rayleigh,3,False,2,0.515922372,14400278.572320823,native,outer_complete,0.4928,
final-4585,rayleigh,3,False,3,1.036322372,11774043.164201165,native,outer_complete,1.0132,
final-4585,rayleigh,3,False,4,1.302722372,9142932.752462154,native,outer_complete,1.2796,
final-4585,rayleigh,3,False,5,1.564722372,7906104.712226032,native,outer_complete,1.5416,
final-4585,rayleigh,3,False,6,1.842122372,7531019.058647647,native,outer_complete,1.819,
final-4585,rayleigh,3,False,6,1.842122372,7531019.058647668,independent_fp64,audited_endpoint,,
final-4585,caspar32,3,False,0,0.0,602871744.0,native,initial,,
final-4585,caspar32,3,False,1,0.116244844,93462688.0,native,accepted,,
final-4585,caspar32,3,False,2,0.291529451,93462688.0,native,rejected,,
final-4585,caspar32,3,False,3,0.405760675,62640760.0,native,accepted,,
final-4585,caspar32,3,False,4,0.509867303,31253832.0,native,accepted,,
final-4585,caspar32,3,False,5,0.654674873,21237608.0,native,accepted,,
final-4585,caspar32,3,False,6,0.895162176,15952809.0,native,accepted,,
final-4585,caspar32,3,False,7,1.131697748,14328464.0,native,accepted,,
final-4585,caspar32,3,False,8,1.367906349,14328464.0,native,rejected,,
final-4585,caspar32,3,False,9,1.60412125,14328464.0,native,rejected,,
final-4585,caspar32,3,False,10,1.74894581,13708972.0,native,accepted,,
final-4585,caspar32,3,False,11,1.842835843,13599208.0,native,accepted,,
final-4585,caspar32,3,False,12,1.936855225,13379009.0,native,accepted,,
final-4585,caspar32,3,False,13,2.040959063,13379009.0,native,rejected,,
final-4585,caspar32,3,False,14,2.134784035,13203823.0,native,accepted,,
final-4585,caspar32,3,False,15,2.208249155,13081956.0,native,accepted,,
final-4585,caspar32,3,False,16,2.281696846,12992649.0,native,accepted,,
final-4585,caspar32,3,False,17,2.375203908,12992649.0,native,rejected,,
final-4585,caspar32,3,False,18,2.458850084,12969614.0,native,accepted,,
final-4585,caspar32,3,False,19,2.52215915,12938184.0,native,accepted,,
final-4585,caspar32,3,False,20,2.585407985,12906045.0,native,accepted,,
final-4585,caspar32,3,False,21,2.6486876,12887907.0,native,accepted,,
final-4585,caspar32,3,False,22,2.711982065,12866152.0,native,accepted,,
final-4585,caspar32,3,False,23,2.77524875,12845089.0,native,accepted,,
final-4585,caspar32,3,False,24,2.838535215,12820396.0,native,accepted,,
final-4585,caspar32,3,False,25,2.9017777,12799852.0,native,accepted,,
final-4585,caspar32,3,False,26,2.965057676,12779544.0,native,accepted,,
final-4585,caspar32,3,False,27,3.028355961,12760187.0,native,accepted,,
final-4585,caspar32,3,False,28,3.091647486,12738730.0,native,accepted,,
final-4585,caspar32,3,False,29,3.154920861,12720016.0,native,accepted,,
final-4585,caspar32,3,False,30,3.218201366,12700501.0,native,accepted,,
final-4585,caspar32,3,False,31,3.281471781,12682582.0,native,accepted,,
final-4585,caspar32,3,False,32,3.344772686,12663235.0,native,accepted,,
final-4585,caspar32,3,False,33,3.408054701,12645843.0,native,accepted,,
final-4585,caspar32,3,False,34,3.471406507,12627398.0,native,accepted,,
final-4585,caspar32,3,False,35,3.534643722,12610602.0,native,accepted,,
final-4585,caspar32,3,False,36,3.597908597,12592656.0,native,accepted,,
final-4585,caspar32,3,False,37,3.661204522,12576325.0,native,accepted,,
final-4585,caspar32,3,False,38,3.724502187,12558929.0,native,accepted,,
final-4585,caspar32,3,False,39,3.787891782,12543092.0,native,accepted,,
final-4585,caspar32,3,False,40,3.851177087,12526164.0,native,accepted,,
final-4585,caspar32,3,False,41,3.914466782,12510735.0,native,accepted,,
final-4585,caspar32,3,False,42,3.977774587,12494272.0,native,accepted,,
final-4585,caspar32,3,False,43,4.041262093,12479259.0,native,accepted,,
final-4585,caspar32,3,False,44,4.104580908,12463194.0,native,accepted,,
final-4585,caspar32,3,False,45,4.167932723,12448554.0,native,accepted,,
final-4585,caspar32,3,False,46,4.231188728,12432919.0,native,accepted,,
final-4585,caspar32,3,False,47,4.294469233,12418612.0,native,accepted,,
final-4585,caspar32,3,False,48,4.357894069,12403300.0,native,accepted,,
final-4585,caspar32,3,False,49,4.421174554,12389342.0,native,accepted,,
final-4585,caspar32,3,False,50,4.484470299,12374376.0,native,accepted,,
final-4585,caspar32,3,False,51,4.547813074,12360716.0,native,accepted,,
final-4585,caspar32,3,False,52,4.611112899,12346087.0,native,accepted,,
final-4585,caspar32,3,False,53,4.674393204,12332667.0,native,accepted,,
final-4585,caspar32,3,False,54,4.737673919,12318376.0,native,accepted,,
final-4585,caspar32,3,False,55,4.800965755,12305247.0,native,accepted,,
final-4585,caspar32,3,False,56,4.86427992,12291175.0,native,accepted,,
final-4585,caspar32,3,False,57,4.927570075,12278341.0,native,accepted,,
final-4585,caspar32,3,False,58,4.99086736,12264563.0,native,accepted,,
final-4585,caspar32,3,False,59,5.054123945,12251968.0,native,accepted,,
final-4585,caspar32,3,False,60,5.11736797,12238433.0,native,accepted,,
final-4585,caspar32,3,False,61,5.180648005,12226029.0,native,accepted,,
final-4585,caspar32,3,False,62,5.24393606,12212783.0,native,accepted,,
final-4585,caspar32,3,False,63,5.307228405,12200573.0,native,accepted,,
final-4585,caspar32,3,False,64,5.370505101,12187597.0,native,accepted,,
final-4585,caspar32,3,False,65,5.433757296,12175576.0,native,accepted,,
final-4585,caspar32,3,False,66,5.497043611,12162794.0,native,accepted,,
final-4585,caspar32,3,False,67,5.560312206,12151045.0,native,accepted,,
final-4585,caspar32,3,False,68,5.623579581,12138445.0,native,accepted,,
final-4585,caspar32,3,False,69,5.686837726,12126838.0,native,accepted,,
final-4585,caspar32,3,False,70,5.750100821,12114446.0,native,accepted,,
final-4585,caspar32,3,False,71,5.813413346,12103066.0,native,accepted,,
final-4585,caspar32,3,False,72,5.876695242,12090850.0,native,accepted,,
final-4585,caspar32,3,False,73,5.939958207,12079670.0,native,accepted,,
final-4585,caspar32,3,False,74,6.003240992,12067614.0,native,accepted,,
final-4585,caspar32,3,False,75,6.066554207,12056581.0,native,accepted,,
final-4585,caspar32,3,False,76,6.129821962,12044726.0,native,accepted,,
final-4585,caspar32,3,False,77,6.193092337,12033832.0,native,accepted,,
final-4585,caspar32,3,False,78,6.256356922,12022143.0,native,accepted,,
final-4585,caspar32,3,False,79,6.319598267,12011479.0,native,accepted,,
final-4585,caspar32,3,False,80,6.382887213,11999945.0,native,accepted,,
final-4585,caspar32,3,False,81,6.446170638,11989378.0,native,accepted,,
final-4585,caspar32,3,False,82,6.509426883,11978034.0,native,accepted,,
final-4585,caspar32,3,False,83,6.572674968,11967533.0,native,accepted,,
final-4585,caspar32,3,False,84,6.635955353,11956407.0,native,accepted,,
final-4585,caspar32,3,False,85,6.699229738,11946109.0,native,accepted,,
final-4585,caspar32,3,False,86,6.762493393,11935051.0,native,accepted,,
final-4585,caspar32,3,False,87,6.825792408,11924851.0,native,accepted,,
final-4585,caspar32,3,False,88,6.889067583,11913951.0,native,accepted,,
final-4585,caspar32,3,False,89,6.952342039,11903942.0,native,accepted,,
final-4585,caspar32,3,False,90,7.015624754,11893165.0,native,accepted,,
final-4585,caspar32,3,False,91,7.078907909,11883250.0,native,accepted,,
final-4585,caspar32,3,False,92,7.142189614,11872625.0,native,accepted,,
final-4585,caspar32,3,False,93,7.205463999,11862804.0,native,accepted,,
final-4585,caspar32,3,False,94,7.268698754,11852281.0,native,accepted,,
final-4585,caspar32,3,False,95,7.331942929,11842608.0,native,accepted,,
final-4585,caspar32,3,False,96,7.395441715,11832248.0,native,accepted,,
final-4585,caspar32,3,False,97,7.45873278,11822691.0,native,accepted,,
final-4585,caspar32,3,False,98,7.524501366,11812395.0,native,accepted,,
final-4585,caspar32,3,False,99,7.587791131,11802945.0,native,accepted,,
final-4585,caspar32,3,False,100,7.651076426,11792806.0,native,accepted,,
final-4585,caspar32,3,False,101,7.714363632,11783450.0,native,accepted,,
final-4585,caspar32,3,False,102,7.777645697,11773430.0,native,accepted,,
final-4585,caspar32,3,False,103,7.840934522,11764201.0,native,accepted,,
final-4585,caspar32,3,False,104,7.904258787,11754261.0,native,accepted,,
final-4585,caspar32,3,False,105,7.967584332,11745085.0,native,accepted,,
final-4585,caspar32,3,False,106,8.030854687,11735314.0,native,accepted,,
final-4585,caspar32,3,False,107,8.094159443,11726242.0,native,accepted,,
final-4585,caspar32,3,False,108,8.157428758,11716511.0,native,accepted,,
final-4585,caspar32,3,False,109,8.220712193,11707579.0,native,accepted,,
final-4585,caspar32,3,False,110,8.283994508,11697960.0,native,accepted,,
final-4585,caspar32,3,False,111,8.347303853,11689098.0,native,accepted,,
final-4585,caspar32,3,False,112,8.410538998,11679597.0,native,accepted,,
final-4585,caspar32,3,False,113,8.473805363,11670801.0,native,accepted,,
final-4585,caspar32,3,False,114,8.537068698,11661397.0,native,accepted,,
final-4585,caspar32,3,False,115,8.600335903,11652736.0,native,accepted,,
final-4585,caspar32,3,False,116,8.663589979,11643376.0,native,accepted,,
final-4585,caspar32,3,False,117,8.726859134,11634821.0,native,accepted,,
final-4585,caspar32,3,False,118,8.790113099,11625592.0,native,accepted,,
final-4585,caspar32,3,False,119,8.853380474,11617095.0,native,accepted,,
final-4585,caspar32,3,False,120,8.916678299,11607924.0,native,accepted,,
final-4585,caspar32,3,False,121,8.979959704,11599506.0,native,accepted,,
final-4585,caspar32,3,False,122,9.043198779,11590452.0,native,accepted,,
final-4585,caspar32,3,False,123,9.106454294,11582117.0,native,accepted,,
final-4585,caspar32,3,False,124,9.16975204,11573152.0,native,accepted,,
final-4585,caspar32,3,False,125,9.233014005,11564918.0,native,accepted,,
final-4585,caspar32,3,False,126,9.29626212,11556037.0,native,accepted,,
final-4585,caspar32,3,False,127,9.359517625,11547846.0,native,accepted,,
final-4585,caspar32,3,False,128,9.42279788,11539048.0,native,accepted,,
final-4585,caspar32,3,False,129,9.486059695,11530941.0,native,accepted,,
final-4585,caspar32,3,False,130,9.54936337,11522236.0,native,accepted,,
final-4585,caspar32,3,False,131,9.612619295,11514193.0,native,accepted,,
final-4585,caspar32,3,False,132,9.67591343,11505556.0,native,accepted,,
final-4585,caspar32,3,False,133,9.739197336,11497621.0,native,accepted,,
final-4585,caspar32,3,False,134,9.802483921,11489063.0,native,accepted,,
final-4585,caspar32,3,False,135,9.865756086,11481150.0,native,accepted,,
final-4585,caspar32,3,False,136,9.929026301,11472689.0,native,accepted,,
final-4585,caspar32,3,False,137,9.992320616,11464888.0,native,accepted,,
final-4585,caspar32,3,False,138,10.055598061,11456511.0,native,accepted,,
final-4585,caspar32,3,False,139,10.118874146,11448758.0,native,accepted,,
final-4585,caspar32,3,False,140,10.182109321,11440432.0,native,accepted,,
final-4585,caspar32,3,False,141,10.245374666,11432786.0,native,accepted,,
final-4585,caspar32,3,False,142,10.308617742,11424496.0,native,accepted,,
final-4585,caspar32,3,False,143,10.372070607,11416958.0,native,accepted,,
final-4585,caspar32,3,False,144,10.435314492,11408764.0,native,accepted,,
final-4585,caspar32,3,False,145,10.498616527,11401242.0,native,accepted,,
final-4585,caspar32,3,False,146,10.561861102,11393121.0,native,accepted,,
final-4585,caspar32,3,False,147,10.625149887,11385727.0,native,accepted,,
final-4585,caspar32,3,False,148,10.688416523,11377696.0,native,accepted,,
final-4585,caspar32,3,False,149,10.751688967,11370322.0,native,accepted,,
final-4585,caspar32,3,False,150,10.814962863,11362370.0,native,accepted,,
final-4585,caspar32,3,False,151,10.878202118,11355073.0,native,accepted,,
final-4585,caspar32,3,False,152,10.941488473,11347181.0,native,accepted,,
final-4585,caspar32,3,False,153,11.004738728,11339982.0,native,accepted,,
final-4585,caspar32,3,False,154,11.068012313,11332160.0,native,accepted,,
final-4585,caspar32,3,False,155,11.131303848,11325017.0,native,accepted,,
final-4585,caspar32,3,False,156,11.194604453,11317291.0,native,accepted,,
final-4585,caspar32,3,False,157,11.257861839,11310204.0,native,accepted,,
final-4585,caspar32,3,False,158,11.321115534,11302535.0,native,accepted,,
final-4585,caspar32,3,False,159,11.384396459,11295498.0,native,accepted,,
final-4585,caspar32,3,False,160,11.447739984,11287941.0,native,accepted,,
final-4585,caspar32,3,False,161,11.510989399,11280965.0,native,accepted,,
final-4585,caspar32,3,False,162,11.574255934,11273456.0,native,accepted,,
final-4585,caspar32,3,False,163,11.637539729,11266603.0,native,accepted,,
final-4585,caspar32,3,False,164,11.700802464,11259146.0,native,accepted,,
final-4585,caspar32,3,False,165,11.76409372,11252361.0,native,accepted,,
final-4585,caspar32,3,False,166,11.827325975,11245016.0,native,accepted,,
final-4585,caspar32,3,False,167,11.89060533,11238268.0,native,accepted,,
final-4585,caspar32,3,False,168,11.953898155,11230997.0,native,accepted,,
final-4585,caspar32,3,False,168,12.01686901,11231125.90442804,independent_fp64,audited_endpoint,,
