# algo=mfree_shifted_cg problem=/workspace/bal/dubrovnik-88.txt
iter,cost,wall_s
0,30562787.8472357318,0.0000
1,2170136.3176783500,0.0121
2,869806.2790742535,0.0245
3,567418.6040721687,0.0413
4,400594.1646215616,0.0504
5,371447.4905175645,0.0654
6,362562.8273565209,0.0745
7,360836.3553428755,0.1028
8,359914.6113524333,0.1274
