arm,rep,cost,prediction,decrease,rho,camera_norm,pcg_iterations,true_residual,certified,seconds,reason
eta2,0,2492408.9048091886,355912.55825184693,-2127892.7109050909,-5.978695220412467,245.38404495694635,1,0.48692571417353181,0,0,native_inexact
exact,0,744279.12739154953,358215.67294140393,-379762.93348745164,-1.0601516409628797,408.20592923396379,18,3.3128087385347504e-11,1,0.02913698,true_residual
exact_clip,0,1347872.6363437013,354979.94293202984,-983356.44243960339,-2.770174659214176,245.38404495694627,18,3.3128087385347504e-11,1,0.02913698,true_residual
exact,1,744279.12739154953,358215.67294140393,-379762.93348745164,-1.0601516409628797,408.20592923396379,18,3.3128087385347504e-11,1,0.028313899999999999,true_residual
exact_clip,1,1347872.6363437013,354979.94293202984,-983356.44243960339,-2.770174659214176,245.38404495694627,18,3.3128087385347504e-11,1,0.028313899999999999,true_residual
exact,2,744279.12739154953,358215.67294140393,-379762.93348745164,-1.0601516409628797,408.20592923396379,18,3.3128087385347504e-11,1,0.02833745,true_residual
exact_clip,2,1347872.6363437013,354979.94293202984,-983356.44243960339,-2.770174659214176,245.38404495694627,18,3.3128087385347504e-11,1,0.02833745,true_residual
