panel,arm,rep,seconds,cost,target
"disconnected bridges, seed100",fixed,0,0.17891202121973038,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,0,0.1820346531458199,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,0,0.18516338430345058,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,0,0.1882978160865605,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,0,0.19144603796303272,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.0034743319265544415,13.018062405996465,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.007098992820829153,9.793675507912655,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.01025208504870534,9.336907902857053,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.013404977042227983,9.160051446175853,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.01657913811504841,9.103363060536296,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.019704789854586124,9.085645490028535,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.022842250764369965,9.080194281411941,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.025981532875448465,9.078065600241448,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.029148185160011053,9.075481825123637,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.03226984618231654,9.071434467968277,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.03546013776212931,9.066010781003339,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.03857741877436638,9.06037921191868,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.04178429115563631,9.056263515454521,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.044911632779985666,9.054411814762087,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.048071703873574734,9.053985857554004,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.05119902594015002,9.053945763988828,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.05436105700209737,9.053944390372758,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.05750064877793193,9.053944371480814,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.06077848095446825,9.053944371341078,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.06391928205266595,9.053944371340172,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.06715286383405328,9.053944371340172,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.0705917258746922,9.053944371340172,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.07382331695407629,9.053944371340144,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.07736989902332425,9.05394437134014,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.08051837095990777,9.05394437134014,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.08367192186415195,9.053944371340117,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.08685774402692914,9.053944371340117,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.09000169578939676,9.053944371340117,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.09321082709357142,9.053944371340117,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.09633914893493056,9.053944371340117,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.09946135990321636,9.053944371340117,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.10260151186957955,9.053944371340117,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.10575156379491091,9.053944371340117,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.1088660447858274,9.053944371340117,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.11202903697267175,9.053944371339995,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.11515531782060862,9.053944371339995,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.11830786988139153,9.053944371339995,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.12144855177029967,9.053944371339995,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.12465434288606048,9.053944371339995,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.1277851751074195,9.053944371339938,15.170246702731902
