# algo=mfree_shifted_cg problem=/tmp/prism-ba-coarse/research/eta2_research_20260912/build/toy.txt
iter,cost,wall_s
0,364516.1939040979,0.0000
1,167426.0087884042,0.0047
2,48026.4097767088,0.0054
3,8122.1373484880,0.0061
4,743.0192049420,0.0069
5,89.9997075061,0.0076
6,6.6562781086,0.0082
7,3.2680703173,0.0091
8,3.1722010191,0.0107
