arm,rep,cost,prediction,decrease,rho,camera_norm,pcg_iterations,true_residual,certified,seconds,reason
eta2,0,2054200.9555375862,7658461.7553554643,6115573.8532160055,0.79853814624581276,2333.9840404074903,5,0.10588145276787338,0,0,native_inexact
exact,0,2002780.5044970147,7662720.7107347613,6166994.304256577,0.80480478632311236,2495.409927165611,79,9.5559678423495548e-11,1,0.235843255,true_residual
exact_clip,0,2002780.5044970152,7662720.7107347632,6166994.304256577,0.80480478632311214,2495.409927165611,79,9.5559678423495548e-11,1,0.235843255,true_residual
exact,1,2002780.5044970152,7662720.7107347632,6166994.304256577,0.80480478632311214,2495.409927165611,79,9.5559678423495548e-11,1,0.22791069,true_residual
exact_clip,1,2002780.5044970149,7662720.710734765,6166994.304256577,0.80480478632311192,2495.409927165611,79,9.5559678423495548e-11,1,0.22791069,true_residual
exact,2,2002780.5044970147,7662720.7107347632,6166994.304256577,0.80480478632311214,2495.409927165611,79,9.5559678423495548e-11,1,0.228098949,true_residual
exact_clip,2,2002780.5044970147,7662720.7107347632,6166994.304256577,0.80480478632311214,2495.409927165611,79,9.5559678423495548e-11,1,0.228098949,true_residual
