arm,rep,lambda,tau,raw_norm,radius,cost,decrease,prediction,rho,iterations,residual,certified,root_updates,fallback,guard_ratio,guard_pass,seconds
eta2_saved,0,11.159928306476408,11.159928306476408,0,0.067605369481893607,1866070.1685665117,15.267472997074947,57.303130558990539,0.26643348885377022,0,0,0,0,0,0,1,0
reference_raw,0,11.159928306476408,11.159928306476408,33.70965198669164,0.067605369481893607,2071394.9841196269,-205309.54808011814,14001.91862136499,-14.662958243939812,5,7.6722704395695887e-11,1,0,0,0,1,0.090626207
reference_clip,0,11.159928306476408,11.159928306476408,33.70965198669164,0.067605369481893607,1866070.158124309,15.277915199752897,57.306023006770282,0.26660225920664438,5,7.6722704395695887e-11,1,0,0,0,1,0.098882652000000001
lambda_coupled,0,7419.4757465924586,7419.4757465924586,0.061191592789141672,0.067605369481893607,1866062.5038590864,22.932180422358215,27.828240454503806,0.82406145871313263,7,1.3802627585408096e-15,1,1,0,0,1,0.11033087
lambda_frozen_tau,0,7419.4757465924586,11.159928306476408,0.061159052088274247,0.067605369481893607,1866069.1936023014,16.242437207372859,54.442198770255075,0.29834278508690659,8,6.9715468268582218e-15,1,1,0,0,1,0.112339921
geodesic_guarded,0,11.159928306476408,11.159928306476408,0.081246197963035463,0.067605369481893607,1866066.8510675153,18.584971993463114,52.807433635943653,0.35193855701431315,5,8.320993555599617e-12,1,0,0,0.018509826694473926,1,0.087123434999999999
reference_raw,1,11.159928306476408,11.159928306476408,33.70965198669164,0.067605369481893607,2071394.9841196269,-205309.54808011814,14001.918621364988,-14.662958243939814,5,7.6722704395695887e-11,1,0,0,0,1,0.086565424000000002
reference_clip,1,11.159928306476408,11.159928306476408,33.70965198669164,0.067605369481893607,1866070.1581243088,15.277915199985728,57.306023006770282,0.26660225921070729,5,7.6722704395695887e-11,1,0,0,0,1,0.094351888999999994
lambda_coupled,1,7419.4757465924586,7419.4757465924586,0.061191592789141672,0.067605369481893607,1866062.5038590864,22.932180422358215,27.828240454503806,0.82406145871313263,7,1.3802627585408096e-15,1,1,0,0,1,0.111308641
lambda_frozen_tau,1,7419.4757465924586,11.159928306476408,0.061159052088274247,0.067605369481893607,1866069.1936023014,16.242437207372859,54.442198770255082,0.29834278508690654,8,6.9715468268582218e-15,1,1,0,0,1,0.112400451
geodesic_guarded,1,11.159928306476408,11.159928306476408,0.081246197963035463,0.067605369481893607,1866066.8510675153,18.584971993463114,52.80743363594366,0.35193855701431309,5,8.320993555599617e-12,1,0,0,0.018509826694473926,1,0.087124775000000002
reference_raw,2,11.159928306476408,11.159928306476408,33.70965198669164,0.067605369481893607,2071394.9841196269,-205309.54808011814,14001.918621364986,-14.662958243939816,5,7.6722704395695887e-11,1,0,0,0,1,0.086489405000000005
reference_clip,2,11.159928306476408,11.159928306476408,33.70965198669164,0.067605369481893607,1866070.1581243086,15.277915200218558,57.306023006770282,0.26660225921477027,5,7.6722704395695887e-11,1,0,0,0,1,0.094276100000000002
lambda_coupled,2,7419.4757465924586,7419.4757465924586,0.061191592789141672,0.067605369481893607,1866062.5038590864,22.932180422358215,27.828240454503799,0.82406145871313286,7,1.3802627585408096e-15,1,1,0,0,1,0.10797680900000001
lambda_frozen_tau,2,7419.4757465924586,11.159928306476408,0.061159052088274247,0.067605369481893607,1866069.1936023019,16.242437206907198,54.442198770255089,0.29834278507835316,8,6.9715468268582218e-15,1,1,0,0,1,0.11260445099999999
geodesic_guarded,2,11.159928306476408,11.159928306476408,0.081246197963035463,0.067605369481893607,1866066.8510675153,18.584971993463114,52.80743363594366,0.35193855701431309,5,8.320993555599617e-12,1,0,0,0.018509826694473926,1,0.088911615999999999
