arm,rep,lambda,tau,raw_norm,radius,cost,decrease,prediction,rho,iterations,residual,certified,root_updates,fallback,guard_ratio,guard_pass,seconds
eta2_saved,0,7752.1996249978547,7752.1996249978547,0,0.0010563338981545876,1831858.8176358372,0.20035071135498583,0.34187148127250105,0.58604101930131181,0,0,0,0,0,0,1,0
reference_raw,0,7752.1996249978547,7752.1996249978547,0.04151401676432985,0.0010563338981545876,1832077.7750665008,-218.75707995216362,13.363165336701487,-16.370154408802726,2,4.9617523301007537e-16,1,0,0,0,1,0.059885247000000003
reference_clip,0,7752.1996249978547,7752.1996249978547,0.04151401676432985,0.0010563338981545876,1831858.8176358375,0.20035071112215519,0.34187148127255595,0.58604101862017033,2,4.9617523301007537e-16,1,0,0,0,1,0.067685012000000003
lambda_coupled,0,406216.18569004844,406216.18569004844,0.00079237336868326542,0.0010563338981545876,1831858.8426262909,0.17536025773733854,0.25508106221121596,0.68746874510085809,3,1.8521255017244962e-12,1,1,0,0,1,0.072395515999999993
lambda_frozen_tau,0,406216.18569004844,7752.1996249978547,0.00079237331124379546,0.0010563338981545876,1831858.8406091551,0.17737739346921444,0.25690925305772522,0.69042820123477344,3,9.7010559148192317e-11,1,1,0,0,1,0.067540782999999993
geodesic_guarded,0,7752.1996249978547,7752.1996249978547,0.001056392237075451,0.0010563338981545876,1831858.8176359732,0.20035057538188994,0.3418713782564784,0.58604079816118193,2,1.355335422685849e-16,1,0,0,0.00010080552403339718,1,0.060189968000000003
reference_raw,1,7752.1996249978547,7752.1996249978547,0.04151401676432985,0.0010563338981545876,1832077.775066501,-218.75707995239645,13.363165336701488,-16.370154408820149,2,4.9617523301007537e-16,1,0,0,0,1,0.059416967000000001
reference_clip,1,7752.1996249978547,7752.1996249978547,0.04151401676432985,0.0010563338981545876,1831858.8176358375,0.20035071112215519,0.34187148127255595,0.58604101862017033,2,4.9617523301007537e-16,1,0,0,0,1,0.067194922000000004
lambda_coupled,1,406216.18569004844,406216.18569004844,0.00079237336868326542,0.0010563338981545876,1831858.8426262906,0.17536025797016919,0.25508106221121601,0.68746874601362906,3,1.8521255017244962e-12,1,1,0,0,1,0.072304015999999999
lambda_frozen_tau,1,406216.18569004844,7752.1996249978547,0.00079237331124379546,0.0010563338981545876,1831858.8406091551,0.17737739346921444,0.25690925305772522,0.69042820123477344,3,9.7010559148192317e-11,1,1,0,0,1,0.067561952999999994
geodesic_guarded,1,7752.1996249978547,7752.1996249978547,0.001056392237075451,0.0010563338981545876,1831858.8176359732,0.20035057538188994,0.3418713782564784,0.58604079816118193,2,1.355335422685849e-16,1,0,0,0.00010080552403339718,1,0.060025288000000003
reference_raw,2,7752.1996249978547,7752.1996249978547,0.04151401676432985,0.0010563338981545876,1832077.775066501,-218.75707995239645,13.363165336701487,-16.370154408820149,2,4.9617523301007537e-16,1,0,0,0,1,0.059446517999999997
reference_clip,2,7752.1996249978547,7752.1996249978547,0.04151401676432985,0.0010563338981545876,1831858.8176358375,0.20035071112215519,0.34187148127255595,0.58604101862017033,2,4.9617523301007537e-16,1,0,0,0,1,0.067247473000000002
lambda_coupled,2,406216.18569004844,406216.18569004844,0.00079237336868326542,0.0010563338981545876,1831858.8426262906,0.17536025797016919,0.25508106221121596,0.68746874601362928,3,1.8521255017244962e-12,1,1,0,0,1,0.072367004999999998
lambda_frozen_tau,2,406216.18569004844,7752.1996249978547,0.00079237331124379546,0.0010563338981545876,1831858.8406091551,0.17737739346921444,0.25690925305772522,0.69042820123477344,3,9.7010559148192317e-11,1,1,0,0,1,0.067584663000000003
geodesic_guarded,2,7752.1996249978547,7752.1996249978547,0.001056392237075451,0.0010563338981545876,1831858.8176359732,0.20035057538188994,0.3418713782564784,0.58604079816118193,2,1.355335422685849e-16,1,0,0,0.00010080552403339718,1,0.060176878000000003
