# algo=mfree_shifted_cg problem=/tmp/prism-speed-novelty/inputs/trafalgar-138.txt
iter,cost,wall_s
0,20163569.0159172006,0.0000
1,846597.3010421047,0.0071
2,172504.9855086429,0.0130
3,120372.0808850370,0.0260
4,109724.5909274007,0.0331
5,106778.3183733786,0.0572
6,106230.0638681309,0.0653
7,105493.0705530084,0.0692
8,104518.5291050443,0.1266
9,103827.7510818423,0.1794
10,103407.1730638968,0.2305
