iteration,recursive_relative,true_relative,pAp,seconds
128,2.3895835847093178e-10,2.3895836094830173e-10,2.8928276833577257e-18,0.27898435900000002
130,6.9446603823018654e-11,6.9446604159929873e-11,1.354718756169629e-19,0.28535205299999999
