# algo=mfree_shifted_cg problem=/tmp/prism-speed-novelty/inputs/ladybug-539.txt
iter,cost,wall_s
0,5535080.1182407346,0.0000
1,381756.1685586746,0.0147
2,218850.6420522382,0.0281
3,183916.9961885450,0.0464
4,171861.2619424627,0.0567
5,167974.8840421429,0.0670
6,166624.4389500419,0.0778
