arm,rep,lambda,tau,raw_norm,radius,cost,decrease,prediction,rho,iterations,residual,certified,root_updates,fallback,guard_ratio,guard_pass,seconds
eta2_saved,0,1.1535140970463029e-06,1.1535140970463029e-06,0,1612.6762948148341,246402.73781490431,0.95692077442072332,1.3514789478930596,0.70805451754357851,0,0,0,0,0,0,1,0
reference_raw,0,1.1535140970463029e-06,1.1535140970463029e-06,866.34974654281109,1612.6762948148341,246402.39549763172,1.2992380470095668,1.6407072840163521,0.79187680804897187,243,7.4435274820994235e-11,1,0,0,0,1,0.53450003599999996
reference_clip,0,1.1535140970463029e-06,1.1535140970463029e-06,866.34974654281109,1612.6762948148341,246402.39549763172,1.2992380470095668,1.6407072840163468,0.79187680804897442,243,7.4435274820994235e-11,1,0,0,0,1,0.536034707
lambda_coupled,0,1.1535140970463029e-06,1.1535140970463029e-06,866.34974654281109,1612.6762948148341,246402.39549763172,1.2992380470095668,1.6407072840163492,0.7918768080489732,243,7.4435274820994235e-11,1,0,0,0,1,0.52848984300000001
lambda_frozen_tau,0,1.1535140970463029e-06,1.1535140970463029e-06,866.34974654281109,1612.6762948148341,246402.39549763172,1.2992380470095668,1.6407072840163544,0.79187680804897076,243,7.4435274820994235e-11,1,0,0,0,1,0.53177708400000001
reference_raw,1,1.1535140970463029e-06,1.1535140970463029e-06,866.34974654281109,1612.6762948148341,246402.39549763172,1.2992380470095668,1.6407072840163526,0.79187680804897165,243,7.4435274820994235e-11,1,0,0,0,1,0.53379194600000002
reference_clip,1,1.1535140970463029e-06,1.1535140970463029e-06,866.34974654281109,1612.6762948148341,246402.39549763172,1.2992380470095668,1.6407072840163508,0.79187680804897254,243,7.4435274820994235e-11,1,0,0,0,1,0.535335597
lambda_coupled,1,1.1535140970463029e-06,1.1535140970463029e-06,866.34974654281109,1612.6762948148341,246402.39549763169,1.2992380470386706,1.6407072840163512,0.7918768080667109,243,7.4435274820994235e-11,1,0,0,0,1,0.52907634199999998
lambda_frozen_tau,1,1.1535140970463029e-06,1.1535140970463029e-06,866.34974654281109,1612.6762948148341,246402.39549763172,1.2992380470095668,1.6407072840163457,0.79187680804897498,243,7.4435274820994235e-11,1,0,0,0,1,0.528766823
reference_raw,2,1.1535140970463029e-06,1.1535140970463029e-06,866.34974654281109,1612.6762948148341,246402.39549763172,1.2992380470095668,1.6407072840163472,0.7918768080489742,243,7.4435274820994235e-11,1,0,0,0,1,0.53354570499999998
reference_clip,2,1.1535140970463029e-06,1.1535140970463029e-06,866.34974654281109,1612.6762948148341,246402.39549763169,1.2992380470386706,1.640707284016341,0.79187680806671579,243,7.4435274820994235e-11,1,0,0,0,1,0.535072506
lambda_coupled,2,1.1535140970463029e-06,1.1535140970463029e-06,866.34974654281109,1612.6762948148341,246402.39549763172,1.2992380470095668,1.6407072840163446,0.79187680804897553,243,7.4435274820994235e-11,1,0,0,0,1,0.52867328199999997
lambda_frozen_tau,2,1.1535140970463029e-06,1.1535140970463029e-06,866.34974654281109,1612.6762948148341,246402.39549763172,1.2992380470095668,1.6407072840163508,0.79187680804897254,243,7.4435274820994235e-11,1,0,0,0,1,0.52896693299999997
